InvoiceNo,InvoiceDate,ProductNo,Quantity,Unit,ProductName,PackSize,ChemicalName
989,2015-07-05 00:00:00,739,1,stp,Dimenhydrinate (Medicine Supply),10 tab * stp,Dimenhydrinate
989,2015-07-05 00:00:00,529,2,pcs,PaiPlast,100 pcs * box,Plaster
989,2015-07-05 00:00:00,409,5,sac,????????? ???????????,20 sac * pack,Myanmar Analgesic
989,2015-07-05 00:00:00,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
989,2015-07-05 00:00:00,634,5,pcs,Alcohol Pad Kenxin,100 pcs * box,Pad
989,2015-07-05 00:00:00,365,1,roll,"2"" Bandage Pyae Wa",10 roll * pack,Bandage
989,2015-07-05 00:00:00,354,2,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
990,2015-07-05 00:00:00,583,5,Kit,Besure Test Kit,40 Kit * box,Test Kit
990,2015-07-05 00:00:00,584,1,pack,BST-HCG,10 Strip * pack,Strip
990,2015-07-05 00:00:00,440,6,bot,???????????? ??????? ??????,6 bot * 2 pack * dz,Myanmar Analgesic
990,2015-07-05 00:00:00,453,6,bot,??????????? ????????????(??????),12 bot * dz,Myanmar anti-Inflammatory
990,2015-07-05 00:00:00,845,6,bot,??????????? ?????????????????????????(??????); 453,6 bot * 2 pack * dz,Myanmar
985,2015-07-05 00:00:00,315,2,bot,Brand's Chicken 42ml,6 bot * box,Chicken Extract Syp
985,2015-07-05 00:00:00,16,1,stp,Nutrivita ,10 cap * 5 stp * box,Multivitamins and Minerals
985,2015-07-05 00:00:00,305,2,stp,Air X,10 tab * 50 stp * box,semithicone
985,2015-07-05 00:00:00,151,5,stp,Gluco M,10 tab * 50 stp * box,Metformin
985,2015-07-05 00:00:00,83,6,stp,Amaten 50,10 tab * 10 stp * box,Atenolol 
985,2015-07-05 00:00:00,781,3,stp,Ucetam 400,10 tab * 10 stp * box,Piracetam
985,2015-07-05 00:00:00,260,1,stp,Lensen Tab,10 tab * 10 stp * box,Paracetamol
985,2015-07-05 00:00:00,217,1,stp,Mixagrip,4 tab * 25 stp * box,Paracetamol
985,2015-07-05 00:00:00,433,1,bot,???????? ????????????? ??????????,10 bot * pack,Myanmar Hypertension
985,2015-07-05 00:00:00,474,1,tube,Skineal,10 tube * pack,Ketoconazole
985,2015-07-05 00:00:00,441,1,dz,???? ????????,12 bot * dz,Myanmar Cream
988,2015-07-05 00:00:00,95,2,stp,Perigard 4,10 tab * stp,perindopril
988,2015-07-05 00:00:00,61,13,tab,Protec ,60 tab * bot,Multivitamins and Minerals
988,2015-07-05 00:00:00,61,7,tab,Protec ,60 tab * bot,Multivitamins and Minerals
988,2015-07-05 00:00:00,151,1,stp,Gluco M,10 tab * 50 stp * box,Metformin
991,2015-08-05 00:00:00,553,1,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
991,2015-08-05 00:00:00,12,1,stp,Sylgan S,15 cap * 6 stp * box,Liver Protect
991,2015-08-05 00:00:00,29,1,stp,Nifedi-Denk 10 Retard,10 tab * 10 stp * box,Nifedipine
991,2015-08-05 00:00:00,30,1,stp,Nifedi-Denk 20 Retard,10 tab * 10 stp * box,Nifedipine
991,2015-08-05 00:00:00,136,1,stp,Furo denk 40,10 tab * 10 stp * box,Furosemide
991,2015-08-05 00:00:00,82,1,stp,Atenolol Denk,10 tab * 10 stp * box,Atenolol
991,2015-08-05 00:00:00,92,2,stp,Enam 10,10 tab * 10 stp * box,Enalapril
991,2015-08-05 00:00:00,47,1,stp,Oleanz 10,10 tab * 5 stp * box,Olanzapine 
991,2015-08-05 00:00:00,644,1,stp,Cardimax SR,10 tab * 5 stp * box,Trimetazidine Hydrochloride
991,2015-08-05 00:00:00,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
991,2015-08-05 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
991,2015-08-05 00:00:00,359,2,pcs,Shudi Plaster,10 pcs * box,Plaster
991,2015-08-05 00:00:00,310,33,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
991,2015-08-05 00:00:00,453,1,bot,??????????? ????????????(??????),12 bot * dz,Myanmar anti-Inflammatory
991,2015-08-05 00:00:00,471,1,sac,????? ???????,10 sac * pack,Myanmar Cough Medicine
991,2015-08-05 00:00:00,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
991,2015-08-05 00:00:00,65,1,box,Daily Vitagin,10 cap * 3 stp * box,Multivitamins and Minerals
991,2015-08-05 00:00:00,261,2,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
991,2015-08-05 00:00:00,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
991,2015-08-05 00:00:00,182,2,stp,Umetac 150,10 tab * 10 stp * box,Ranitidine
991,2015-08-05 00:00:00,271,2,tab,Mirax M,10 tab * stp,Domperidone
991,2015-08-05 00:00:00,657,2,stp,Finast,10 tab * stp,finesteride
991,2015-08-05 00:00:00,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
991,2015-08-05 00:00:00,154,2,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
991,2015-08-05 00:00:00,2,5,sac,Royal D,50 sac * 20 box * 2ndBox,Electrolyte Beverage
991,2015-08-05 00:00:00,313,4,bot,Brand's Nest 42gm,6 bot * box,Bird's Nest
991,2015-08-05 00:00:00,798,1,pcs,Butterfly Needle Kenxin,100 pcs * box,Butterfly Needle
991,2015-08-05 00:00:00,326,1,pcs,3 cc (JY) Syringe,120 pcs * box,Syringe
991,2015-08-05 00:00:00,97,1,stp,Enapril 10,10 tab * 10 stp * box,Enalapril 
991,2015-08-05 00:00:00,99,1,stp,Losar 50,10 tab * 10 stp * box,Losartan Potassium
991,2015-08-05 00:00:00,256,4,tab,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
991,2015-08-05 00:00:00,58,1,bot,Enervon-C 30's,30 tab * bot,B complex with C
991,2015-08-05 00:00:00,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
991,2015-08-05 00:00:00,5,1,bot,Vita-Kid,60 tab * bot,Multivitamins and Minerals
991,2015-08-05 00:00:00,638,4,stp,Strepsil Chesty,6 tab * 4 stp * box,Lozenges
991,2015-08-05 00:00:00,677,5,stp,Pioglit 30,10 tab * 5 stp * box,Pioglitazone Hydrochloride
991,2015-08-05 00:00:00,148,5,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
991,2015-08-05 00:00:00,73,1,box,Oramin F,5 cap * 6 stp * box,Multivitamins and Minerals
991,2015-08-05 00:00:00,22,4,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
991,2015-08-05 00:00:00,1,1,stp,EVE,10 cap * 3 stp * box,Evening Primrose Oil
991,2015-08-05 00:00:00,844,2,stp,Sure,10 tab * stp,"estrogen, progesterone"
991,2015-08-05 00:00:00,213,1,stp,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
991,2015-08-05 00:00:00,57,10,tab,Enervon-C 100's,100 tab * bot,B complex with C
991,2015-08-05 00:00:00,407,2,bot,???????????????? (???????????????),12 bot * dz,Myanmar Multivitamin
991,2015-08-05 00:00:00,735,1,stp,Dicloneurine,10 tab * 10 stp * box,"B1, B6, B12"
991,2015-08-05 00:00:00,354,2,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
991,2015-08-05 00:00:00,310,100,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
991,2015-08-05 00:00:00,229,1,stp,Metro-250(Umedica),10 tab * 10 stp * box,Metronidazole
991,2015-08-05 00:00:00,354,2,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
991,2015-08-05 00:00:00,475,1,tube,Voltex,12 tube * pack,cream
991,2015-08-05 00:00:00,47,1,stp,Oleanz 10,10 tab * 5 stp * box,Olanzapine 
991,2015-08-05 00:00:00,374,1,stp,Obelit,10 cap * stp,Orlistat
999,2015-08-05 00:00:00,476,1,tube,Voltex Kool,12 tube * pack,cream
992,2015-08-05 00:00:00,107,2,stp,Carvidon mr 35,10 tab * 10 stp * box,Trimetazidine Hydrochloride
992,2015-08-05 00:00:00,125,1,stp,Atocor 10,10 tab * 10 stp * box,Atorvastatin
992,2015-08-05 00:00:00,728,1,stp,Citaz 100,10 tab * stp,Cilostazol
992,2015-08-05 00:00:00,656,1,stp,Sedacoron,10 tab * stp,amiodarone
993,2015-08-05 00:00:00,85,2,stp,Cardivas 6.25,10 tab * 3 stp * box,Carvedilol
993,2015-08-05 00:00:00,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
994,2015-08-05 00:00:00,349,10,cap,Nuflam 300's,300 cap * bot,Glucosamine
994,2015-08-05 00:00:00,671,1,stp,Muscol,10 tab * 10 stp * box,Orphenadrine and Paracetamol
995,2015-08-05 00:00:00,176,1,stp,Pantocid 40,10 tab * 5 stp * box,Pantoprazole
996,2015-08-05 00:00:00,108,1,stp,Coralan 5,14 tab * 4 stp * box,Ivabradine
996,2015-08-05 00:00:00,90,1,stp,Cardiopril 5,10 tab * 10 stp * box,Ramipril
996,2015-08-05 00:00:00,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
996,2015-08-05 00:00:00,511,1,stp,Frusemide (Lasix),10 tab * stp,Furosemide
996,2015-08-05 00:00:00,744,1,stp,Safen,10 tab * 10 stp * box,Clopidogrel
996,2015-08-05 00:00:00,155,1,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
996,2015-08-05 00:00:00,655,1,pcs,Wound Plast,100 pcs * box,Plaster
997,2015-08-05 00:00:00,308,1,stp,Kremil S,20 tab * 5 stp * box,Aluminium Hydroxide
997,2015-08-05 00:00:00,818,1,stp,Denzo (Zandan 5),10 tab * 50 stp * box,Serratio-Peptidase 5mg
997,2015-08-05 00:00:00,236,1,stp,Brumox 500,10 cap * 10 stp * box,Amoxicillin
997,2015-08-05 00:00:00,283,1,stp,Kimose,10 tab * 10 stp * pack,Anti Inflammatory Enzyme
998,2015-08-05 00:00:00,74,1,box,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
998,2015-08-05 00:00:00,532,1,stp,Plus,10 cap * 3 stp * box,Multivitamins and Minerals
1000,2015-09-05 00:00:00,256,1,stp,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
1000,2015-09-05 00:00:00,590,1,sheet,Lion Plaster,10 sheet * pack,Plaster
1001,2015-09-05 00:00:00,75,30,tab,Centrum Silver,285 tab * bot,Multivitamins and Minerals
1001,2015-09-05 00:00:00,636,1,roll,Cotton Roll Diamond,roll,Cotton
1001,2015-09-05 00:00:00,636,1,roll,Cotton Roll Diamond,roll,Cotton
1001,2015-09-05 00:00:00,576,1,tube,Sunlife Red,tube,Multivitamins and Minerals
1001,2015-09-05 00:00:00,279,1,stp,Dicotil,10 tab * 50 stp * box,Loperamide
1001,2015-09-05 00:00:00,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
1001,2015-09-05 00:00:00,20,1,stp,iiCare,10 cap * 3 stp * box,Eye 
1001,2015-09-05 00:00:00,830,1,stp,Aspilet (Zedi),20 tab * 25 stp * box,Aspirin 80mg
1001,2015-09-05 00:00:00,514,1,bot,V.Rohto,bot,Eye Drop
1001,2015-09-05 00:00:00,260,1,stp,Lensen Tab,10 tab * 10 stp * box,Paracetamol
1001,2015-09-05 00:00:00,295,1,stp,Dolfenal 500,4 tab * 25 stp * box,Mefenamic Acid
1001,2015-09-05 00:00:00,553,1,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
1001,2015-09-05 00:00:00,325,28,pcs,5 cc (JY) Syringe,100 pcs * box,Syringe
1001,2015-09-05 00:00:00,776,1,pack,Plastic Gloves (Naung Yin),pack,Gloves
1001,2015-09-05 00:00:00,640,3,pack,Face Mask Hanma,10 pcs * 32 pack * box,Mask
1001,2015-09-05 00:00:00,313,1,bot,Brand's Nest 42gm,6 bot * box,Bird's Nest
1001,2015-09-05 00:00:00,57,5,tab,Enervon-C 100's,100 tab * bot,B complex with C
1001,2015-09-05 00:00:00,557,1,tube,Vivir Cream,tube,Aciclovir
1001,2015-09-05 00:00:00,310,17,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
1001,2015-09-05 00:00:00,310,183,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
1001,2015-09-05 00:00:00,845,2,bot,??????????? ?????????????????????????(??????); 453,6 bot * 2 pack * dz,Myanmar
1001,2015-09-05 00:00:00,111,1,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
1001,2015-09-05 00:00:00,445,1,bot,?????????,12 bot * dz,Myanmar Balm
1001,2015-09-05 00:00:00,176,1,stp,Pantocid 40,10 tab * 5 stp * box,Pantoprazole
1001,2015-09-05 00:00:00,22,2,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
1001,2015-09-05 00:00:00,569,1,bot,Lobese,60 cap * bot,Phaseolus Vulgaris
1003,2015-09-05 00:00:00,76,1,bot,Coversyl 5,30 tab * bot,perindopril
1003,2015-09-05 00:00:00,109,1,stp,Vastarel Mr,30 tab * 2 stp * box,Trimetazidine Hydrochloride
1003,2015-09-05 00:00:00,515,4,stp,PadAmox,10 cap * 10 stp * box,Amoxicillin
1003,2015-09-05 00:00:00,229,1,stp,Metro-250(Umedica),10 tab * 10 stp * box,Metronidazole
1003,2015-09-05 00:00:00,355,1,stp,Strepsil Cool,6 tab * 4 stp * box,Lozenges
1004,2015-09-05 00:00:00,675,2,stp,Curam 1gm,6 tab * 2 stp * box,Amoxicillin and Clavulanic Acid
1004,2015-09-05 00:00:00,482,1,bot,Dalacin T Sol,bot,Clindamycin
1002,2015-09-05 00:00:00,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
1002,2015-09-05 00:00:00,111,1,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
1002,2015-09-05 00:00:00,123,1,stp,Avas 10,10 tab * 3 stp * box,Atorvastatin
1002,2015-09-05 00:00:00,506,1,bot,Astymin Sus,bot,Aminoacids
1005,2015-10-05 00:00:00,258,1,stp,Gofen ,10 cap * 5 stp * box,Ibuprofen 400
1005,2015-10-05 00:00:00,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
1005,2015-10-05 00:00:00,428,2,sac,??????? ?????????????,12 sac * pack,Myanmar Analgesic
1005,2015-10-05 00:00:00,428,1,pack,??????? ?????????????,12 sac * pack,Myanmar Analgesic
1005,2015-10-05 00:00:00,432,1,bot,?????????? ?????????????,12 bot * dz,Myanmar Digestive
1005,2015-10-05 00:00:00,122,3,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
1005,2015-10-05 00:00:00,398,1,bot,????????? ???????????? ???,12 bot * dz,Myanmar Luxative
1005,2015-10-05 00:00:00,74,2,stp,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
1005,2015-10-05 00:00:00,22,2,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
1005,2015-10-05 00:00:00,590,5,sheet,Lion Plaster,10 sheet * pack,Plaster
1005,2015-10-05 00:00:00,590,1,sheet,Lion Plaster,10 sheet * pack,Plaster
1005,2015-10-05 00:00:00,433,1,bot,???????? ????????????? ??????????,10 bot * pack,Myanmar Hypertension
1005,2015-10-05 00:00:00,590,5,sheet,Lion Plaster,10 sheet * pack,Plaster
1005,2015-10-05 00:00:00,352,8,pcs,Hansaplast Elastic,100 pcs * box,Plaster
1005,2015-10-05 00:00:00,739,7,tab,Dimenhydrinate (Medicine Supply),10 tab * stp,Dimenhydrinate
1005,2015-10-05 00:00:00,714,1,box,PadVimin,10 cap * 3 stp * box,Multivitamins and Minerals
1005,2015-10-05 00:00:00,446,1,bot,?????????????,12 bot * dz,Myanmar Cream
1005,2015-10-05 00:00:00,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
1005,2015-10-05 00:00:00,63,3,stp,Revicon Max,10 cap * 10 stp * box,Multivitamins and Minerals
1005,2015-10-05 00:00:00,170,10,tab,Ribovit,100 tab * bot,Riboflavin
1005,2015-10-05 00:00:00,310,10,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
1005,2015-10-05 00:00:00,743,10,tab,Cevit Ygn,100 tab * bot,ascorbic acid
1005,2015-10-05 00:00:00,169,10,tab,Paracetamol Ygn,100 tab * bot,Paracetamol
1005,2015-10-05 00:00:00,515,1,stp,PadAmox,10 cap * 10 stp * box,Amoxicillin
1005,2015-10-05 00:00:00,354,4,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
1005,2015-10-05 00:00:00,361,5,stp,Oramol,10 tab * 10 stp * box,Paracetamol
1005,2015-10-05 00:00:00,847,5,bot,??????????,12 bot * dz,Myanmar
1005,2015-10-05 00:00:00,445,5,bot,?????????,12 bot * dz,Myanmar Balm
1005,2015-10-05 00:00:00,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
1005,2015-10-05 00:00:00,379,1,bot,?????? ???????,6 bot * 2 pack * dz,Balm
1005,2015-10-05 00:00:00,438,1,bot,??????? ????????????????????? ???????,10 bot * pack,Myanmar Balm
1005,2015-10-05 00:00:00,468,1,bot,???????????????? (?????),12 bot * dz,Myanmar Balm
1005,2015-10-05 00:00:00,182,2,stp,Umetac 150,10 tab * 10 stp * box,Ranitidine
1005,2015-10-05 00:00:00,276,1,tab,Benda,12 tab * box,Mebendazole
1005,2015-10-05 00:00:00,590,1,pack,Lion Plaster,10 sheet * pack,Plaster
1005,2015-10-05 00:00:00,841,2,stp,Scanneuron ,10 tab * 10 stp * box,"B1 100mg, B6 200mg, B12 200mcg"
1005,2015-10-05 00:00:00,265,1,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
1005,2015-10-05 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
1008,2015-10-05 00:00:00,830,1,stp,Aspilet (Zedi),20 tab * 25 stp * box,Aspirin 80mg
1008,2015-10-05 00:00:00,634,2,pcs,Alcohol Pad Kenxin,100 pcs * box,Pad
1011,2015-10-05 00:00:00,58,1,bot,Enervon-C 30's,30 tab * bot,B complex with C
1011,2015-10-05 00:00:00,119,1,bot,Obimin 30,30 tab * bot,Multivitamins and Minerals
1011,2015-10-05 00:00:00,11,2,stp,LivUp,30 tab * 5 stp * box,Liver Protect
1011,2015-10-05 00:00:00,641,2,stp,Allopurinol bpi strip,10 tab * 10 stp * box,Allopurinol
1011,2015-10-05 00:00:00,245,2,stp,Umeran 50,10 tab * 10 stp * box,Diclfenac 
1011,2015-10-05 00:00:00,122,2,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
1011,2015-10-05 00:00:00,294,1,stp,Duragesic ,10 tab * 10 stp * box,Orphenadrine and Paracetamol
1011,2015-10-05 00:00:00,261,1,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
1011,2015-10-05 00:00:00,174,1,stp,Zosec,10 cap * 10 stp * box,Omeprazole
1011,2015-10-05 00:00:00,91,1,stp,Enam 5,10 tab * 10 stp * box,Enalapril 
1011,2015-10-05 00:00:00,256,1,stp,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
1011,2015-10-05 00:00:00,267,5,tab,Dramamine ????,10 tab * 10 stp * box,Dimenhydrinate
1011,2015-10-05 00:00:00,359,1,pcs,Shudi Plaster,10 pcs * box,Plaster
1011,2015-10-05 00:00:00,86,3,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
1011,2015-10-05 00:00:00,149,1,stp,Metformin denk 850,15 tab * 8 stp * box,Metformin 
1011,2015-10-05 00:00:00,165,1,bot,Burplex Pol,100 tab * bot,"B1, B6, B12"
1011,2015-10-05 00:00:00,213,5,tab,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
1011,2015-10-05 00:00:00,256,14,tab,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
1011,2015-10-05 00:00:00,305,2,tab,Air X,10 tab * 50 stp * box,semithicone
1011,2015-10-05 00:00:00,122,1,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
1011,2015-10-05 00:00:00,472,1,tube,Gentalene C ,12 tube * box,"Betamethasone Dipropionate, Gentamycin, Clotrimoxazole"
1011,2015-10-05 00:00:00,594,2,stp,Zecuf Herbal,4 tab * 5 stp * box,Lozenges
1011,2015-10-05 00:00:00,150,2,stp,Panfor sr 500,10 tab * 10 stp * box,Metformin 
1014,2015-10-05 00:00:00,769,1,bot,Hydrogen Peroxide,bot,Hydrogen Peroxide
1014,2015-10-05 00:00:00,818,1,stp,Denzo (Zandan 5),10 tab * 50 stp * box,Serratio-Peptidase 5mg
1014,2015-10-05 00:00:00,195,1,stp,Sporidex 500,10 cap * 10 stp * box,Cephalexin
1014,2015-10-05 00:00:00,772,1,stp,Vitacee,15 tab * 6 stp * box,Cevit
1014,2015-10-05 00:00:00,258,1,stp,Gofen ,10 cap * 5 stp * box,Ibuprofen 400
1014,2015-10-05 00:00:00,326,1,pcs,3 cc (JY) Syringe,120 pcs * box,Syringe
1014,2015-10-05 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
1006,2015-10-05 00:00:00,155,1,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
1006,2015-10-05 00:00:00,84,1,stp,Cardivas 3.125,10 tab * 3 stp * box,Carvedilol
1006,2015-10-05 00:00:00,81,1,bot,Coveram 10/10,30 tab * bot,Perindopril / Amlodipine
1006,2015-10-05 00:00:00,261,2,tab,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
1007,2015-10-05 00:00:00,761,1,box,Neurobion Red (Grabon),10 tab * 50 stp * box,"B1, B6, B12"
1007,2015-10-05 00:00:00,530,1,bot,S2 Drip (Pai) ,bot,Drip
1007,2015-10-05 00:00:00,790,1,box,S2 IV (Pai),5 amp * box,Aminoacids
1007,2015-10-05 00:00:00,598,1,box,25% Glucose Zedi,5 amp * box,Glucose inj
1007,2015-10-05 00:00:00,738,2,box,Hydrocortisone (FBC) inj,10 amp * box,Hydrocortisone
1007,2015-10-05 00:00:00,303,5,stp,Zyncet,10 tab * 20 stp * box,Cetrizine
1007,2015-10-05 00:00:00,1,1,stp,EVE,10 cap * 3 stp * box,Evening Primrose Oil
1007,2015-10-05 00:00:00,17,1,stp,Vitacap,10 cap * 5 stp * box,Multivitamins and Minerals
1007,2015-10-05 00:00:00,746,2,stp,Cipzy 500,10 tab * 10 stp * box,Ciprofloxacin
1007,2015-10-05 00:00:00,798,10,pcs,Butterfly Needle Kenxin,100 pcs * box,Butterfly Needle
1007,2015-10-05 00:00:00,848,1,pack,Sodamint 1000's (??????),1000 tab * pack,Sodamint
1007,2015-10-05 00:00:00,382,10,sac,???????? ????????????????? ???????,10 sac * pack,Myanmar Cough Medicine
1007,2015-10-05 00:00:00,174,2,stp,Zosec,10 cap * 10 stp * box,Omeprazole
1007,2015-10-05 00:00:00,838,1,stp,Buscopan tab,10 tab * 10 stp * box,Hyoscine Butylbromide
1007,2015-10-05 00:00:00,182,2,stp,Umetac 150,10 tab * 10 stp * box,Ranitidine
1009,2015-10-05 00:00:00,830,2,stp,Aspilet (Zedi),20 tab * 25 stp * box,Aspirin 80mg
1010,2015-10-05 00:00:00,66,1,stp,Becozinc Cap,10 cap * 3 stp * box,Multivitamins and Minerals
1010,2015-10-05 00:00:00,96,1,stp,Perigard 2,10 tab * stp,perindopril
1012,2015-10-05 00:00:00,436,1,bot,???????? ???????????????????????,12 bot * dz,Myanmar Analgesic
1012,2015-10-05 00:00:00,354,6,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
1012,2015-10-05 00:00:00,365,1,roll,"2"" Bandage Pyae Wa",10 roll * pack,Bandage
1013,2015-10-05 00:00:00,109,1,stp,Vastarel Mr,30 tab * 2 stp * box,Trimetazidine Hydrochloride
1013,2015-10-05 00:00:00,67,1,stp,Alerten Q 25,10 cap * 3 stp * box,Co-Enzyme Q 10
1013,2015-10-05 00:00:00,125,1,stp,Atocor 10,10 tab * 10 stp * box,Atorvastatin
1013,2015-10-05 00:00:00,285,1,stp,Zyloric ,10 tab * 5 stp * box,Allopurinol
1013,2015-10-05 00:00:00,57,10,tab,Enervon-C 100's,100 tab * bot,B complex with C
1015,2015-11-05 00:00:00,313,1,bot,Brand's Nest 42gm,6 bot * box,Bird's Nest
1015,2015-11-05 00:00:00,400,1,box,??????????? ?????????? ???????,10 sac * box,Myanmar Luxative
1015,2015-11-05 00:00:00,714,1,stp,PadVimin,10 cap * 3 stp * box,Multivitamins and Minerals
1015,2015-11-05 00:00:00,261,1,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
1015,2015-11-05 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
1015,2015-11-05 00:00:00,306,2,stp,Digene,12 tab * 90 stp * box,Aluminium Hydroxide
1015,2015-11-05 00:00:00,432,1,bot,?????????? ?????????????,12 bot * dz,Myanmar Digestive
1015,2015-11-05 00:00:00,426,1,sac,????? ?????????,12 sac * dz,Myanmar Hipertension
1015,2015-11-05 00:00:00,154,2,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
1015,2015-11-05 00:00:00,682,10,tube,Clobetamil G,tube,"Clobetasol Propionate, Gentamycin"
1015,2015-11-05 00:00:00,549,2,sac,Mybacin Pack,70 sac * pack,Lozenges
1015,2015-11-05 00:00:00,818,1,stp,Denzo (Zandan 5),10 tab * 50 stp * box,Serratio-Peptidase 5mg
1015,2015-11-05 00:00:00,321,1,bot,Urocrush,60 tab * bot,For Renal Stones
1015,2015-11-05 00:00:00,220,4,tab,Vicks,105 tab * bot,Cough Tablet
1015,2015-11-05 00:00:00,455,2,bot,???????? ????????,12 bot * dz,Myanmar Supplement
1015,2015-11-05 00:00:00,697,1,bot,Metro Pol,100 tab * bot,Metronidazole
1015,2015-11-05 00:00:00,24,1,stp,Stamlo 5,10 tab * 10 stp * box,Amlodipine
1015,2015-11-05 00:00:00,366,1,roll,"3"" Bandage Pyae Wa",10 roll * pack,Bandage
1015,2015-11-05 00:00:00,267,1,stp,Dramamine ????,10 tab * 10 stp * box,Dimenhydrinate
1015,2015-11-05 00:00:00,199,1,stp,PadCaf,10 cap * 10 stp * box,Chloramphenicol 250
1016,2015-11-05 00:00:00,4,1,stp,Enat 400,10 cap * 3 stp * box,Vitamin E
1016,2015-11-05 00:00:00,152,1,stp,Betex,10 tab * 25 stp * box,"B1, B6, B12"
1016,2015-11-05 00:00:00,20,1,stp,iiCare,10 cap * 3 stp * box,Eye 
1016,2015-11-05 00:00:00,503,1,bot,Ceelin 120ml,bot,ascorbic acid
1016,2015-11-05 00:00:00,529,1,pcs,PaiPlast,100 pcs * box,Plaster
1017,2015-11-05 00:00:00,73,1,stp,Oramin F,5 cap * 6 stp * box,Multivitamins and Minerals
1017,2015-11-05 00:00:00,575,1,stp,Folic Acid Strip,10 tab * stp,folic Acid
1017,2015-11-05 00:00:00,176,1,stp,Pantocid 40,10 tab * 5 stp * box,Pantoprazole
1017,2015-11-05 00:00:00,771,1,sac,Cal D Glucose,sac,Glucose
1017,2015-11-05 00:00:00,369,3,sac,ORS MPF Blue,50 sac * box,ORS
1017,2015-11-05 00:00:00,309,3,stp,Kremil S pink,4 tab * 25 stp * box,Aluminium Hydroxide and Simethicone
1018,2015-11-05 00:00:00,310,50,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
1018,2015-11-05 00:00:00,484,1,tab,ecee 2,2 tab * stp,levonorgestrel
1018,2015-11-05 00:00:00,60,1,stp,Vitahome Cap 12 Strip,10 cap * 12 stp * box,Multivitamins and Minerals
